"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","location","lon","lat","period"
"4569",4569,1854,12393,"MS","Canton","The Literary Society","Socl",1848,NA,1848,NA,NA,0,NA,0,"Canton MS",-90.0367512,32.6126381,"Antebellum"
"4570",4570,6229,3621,"MS","Clinton","Miss. College","Coll",1850,NA,1884,NA,1858,1600,1875,2000,"Clinton MS",-90.3217585,32.3415342,"Antebellum"
"4571",4571,5707,3622,"MS","Clinton","Miss. College - Hermenian Society","Coll socy",1855,NA,1884,NA,1875,500,1875,500,"Clinton MS",-90.3217585,32.3415342,"Antebellum"
"4572",4572,5706,3623,"MS","Clinton","Mississippi College - Philormathean Society","Coll socy",1846,NA,1884,NA,1875,555,1875,555,"Clinton MS",-90.3217585,32.3415342,"Antebellum"
"4573",4573,6230,3624,"MS","Garlandsville","Union Seminary","Coll",NA,1858,1858,NA,1858,500,1858,500,"Garlandsville MS",-89.1225584,32.2195912,NA
"4574",4574,1853,12391,"MS","Greene County","Library Society of Greene Co. Inc.","Socl",1817,NA,1817,NA,NA,0,NA,0,"Greene County MS",-88.7108964,31.1646163,"Early National"
"4575",4575,1856,12395,"MS","Holly Springs","Holly Springs Library Society","Socl",1841,NA,1841,NA,NA,0,NA,0,"Holly Springs MS",-89.4486894,34.7675967,"Antebellum"
"4576",4576,1855,12394,"MS","Holly Springs","Clayton Library","Socl",1870,NA,1875,NA,NA,0,NA,0,"Holly Springs MS",-89.4486894,34.7675967,NA
"4577",4577,6227,3626,"MS","Holly Springs","Shaw Univ.","Coll",1870,NA,1875,NA,1875,300,1875,300,"Holly Springs MS",-89.4486894,34.7675967,NA
"4578",4578,6228,3625,"MS","Holy Springs","Rust Library of Rust University","Coll",1869,NA,1884,NA,NA,0,NA,0,"Holy Springs MS",-89.4486894,34.7675967,NA
"4579",4579,7797,3629,"MS","Jackson","State Library","State",1838,NA,1884,NA,1849,5000,1875,16000,"Jackson MS",-90.1848103,32.2987573,"Antebellum"
"4580",4580,7658,3630,"MS","Jackson","Post and Company Library","Garr",1869,NA,1875,NA,NA,0,NA,0,"Jackson MS",-90.1848103,32.2987573,NA
"4581",4581,7657,3627,"MS","Jackson","Jackson Company Library","Garr",1872,NA,1875,NA,NA,0,NA,0,"Jackson MS",-90.1848103,32.2987573,NA
"4582",4582,6786,3628,"MS","Jackson","Mississippi Penitentiary Library","Prison",1870,NA,1884,NA,NA,0,NA,0,"Jackson MS",-90.1848103,32.2987573,NA
"4583",4583,1857,12396,"MS","Kosciusko","","Socl",NA,1859,1859,NA,NA,0,NA,0,"Kosciusko MS",-89.5875764,33.0576295,NA
"4584",4584,1858,12397,"MS","Liberty","Amitie Library and Debating Society","Socl",NA,1838,1839,NA,NA,0,NA,0,"Liberty MS",-90.8123243,31.1582312,NA
"4585",4585,1859,12398,"MS","Liberty","Liberty Debating and Library Society","Socl",1820,NA,1820,NA,NA,0,NA,0,"Liberty MS",-90.8123243,31.1582312,"Early National"
"4586",4586,1860,12399,"MS","Louisville","Louisville Circulating Library","Socl",1860,NA,1860,NA,NA,0,NA,0,"Louisville MS",-89.0550624,33.1237377,"Antebellum"
"4587",4587,1861,12400,"MS","Meridian Springs","Meridian Springs Library Society","Socl",1831,NA,1831,NA,NA,0,NA,0,"Meridian Springs MS",-88.681964,32.2686512,"Antebellum"
"4588",4588,3328,3631,"MS","Natchez","Athenaeum","Athen",1812,NA,1821,NA,NA,0,NA,0,"Natchez MS",-91.403171,31.5604442,"Early National"
"4589",4589,2731,3634,"MS","Natchez","Lit. Soc. Of the Sacred Heart","Rel socl",NA,1875,1875,NA,1875,360,1875,360,"Natchez MS",-91.403171,31.5604442,NA
"4590",4590,1850,3635,"MS","Natchez","Natchez Institute","Socl",1847,NA,1875,NA,1858,2083,1875,1200,"Natchez MS",-91.403171,31.5604442,"Antebellum"
"4591",4591,2732,3632,"MS","Natchez","Catholic Circle Library","Rel socl",NA,1875,1875,NA,1875,400,1875,400,"Natchez MS",-91.403171,31.5604442,NA
"4592",4592,6987,3633,"MS","Natchez","D'Evereaux Hall Orphan Asylum","Asylum",1865,NA,1884,NA,NA,0,NA,0,"Natchez MS",-91.403171,31.5604442,NA
"4593",4593,6226,3636,"MS","Oakland","Oakland College Library","Coll",1831,NA,1859,NA,1857,2640,1857,2640,"Oakland MS",-89.9164781,34.0556679,"Antebellum"
"4594",4594,6221,3638,"MS","Oxford","University of Miss. Law School","Law coll",NA,1875,1875,NA,1875,1282,1875,1282,"Oxford MS",-89.5192484,34.3664951,NA
"4595",4595,5705,3639,"MS","Oxford","Univ. of Miss. - Hermean Society","Coll socy",NA,1858,1875,NA,1875,1000,1875,1000,"Oxford MS",-89.5192484,34.3664951,NA
"4596",4596,5704,3640,"MS","Oxford","University of Miss. Phi Sigma Society","Coll socy",NA,1858,1875,NA,1858,1000,1875,1600,"Oxford MS",-89.5192484,34.3664951,NA
"4597",4597,6225,3637,"MS","Oxford","Univ. of Miss.","Coll",1849,NA,1884,NA,1850,1600,1875,4847,"Oxford MS",-89.5192484,34.3664951,"Antebellum"
"4598",4598,1862,12401,"MS","Pike","Pike Library Society Inc.","Socl",1821,NA,1821,NA,NA,0,NA,0,"Pike MS",-90.3748354,31.1704959,"Early National"
"4599",4599,1863,12402,"MS","Pontotoc","Pontotoc Library Assoc.","Socl",1842,NA,1842,NA,NA,0,NA,0,"Pontotoc MS",-88.998673,34.2478831,"Antebellum"
"4600",4600,1864,12403,"MS","Port Gibson","Literary and Library Co. of Port Gibson","Socl",1817,NA,1817,NA,NA,0,NA,0,"Port Gibson MS",-90.9817325,31.9607734,"Early National"
"4601",4601,6224,3642,"MS","Rodney","Alcorn University","Coll",1874,NA,1875,NA,1875,457,1875,457,"Rodney MS",-91.1998325,31.861272,NA
"4602",4602,6223,3643,"MS","Sharon","Madison College","Coll",1852,NA,1875,NA,1858,500,1875,650,"Sharon MS",-89.9361935,32.65847,"Antebellum"
"4603",4603,5281,3644,"MS","Springville","Gill's Circulating Library","Comm",1873,NA,1884,NA,NA,0,NA,0,"Springville MS",-89.1036772,34.2317732,NA
"4604",4604,1865,12404,"MS","Tchula","Tchula Library and Debating Society","Socl",1840,NA,1840,NA,NA,0,NA,0,"Tchula MS",-90.2228629,33.1829034,"Antebellum"
"4605",4605,6222,3645,"MS","Washington","Jefferson College","Coll",NA,1835,1884,NA,1850,1000,1850,1000,"Washington MS",-91.2992784,31.5787773,NA
"4606",4606,1866,12405,"MS","Woodville","Franklin Library and Debating Society Inc.","Socl",1840,NA,1840,NA,NA,0,NA,0,"Woodville MS",-91.2995551,31.104619,"Antebellum"
"4607",4607,1867,12406,"MS","Yazoo City","Yazoo Library Assoc.","Socl",1838,NA,1875,NA,NA,0,NA,0,"Yazoo City MS",-90.4056468,32.8551326,"Antebellum"
"4608",4608,7687,12423,"MT","Camp Baker","Camp Baker Post Library","Garr",NA,1875,1875,NA,NA,0,NA,0,"Camp Baker MT",-111.1829019,46.803805,NA
"4609",4609,7688,12424,"MT","Ft. Ellis","Fort Ellis Post Library","Garr",NA,1870,1870,NA,1870,210,1870,210,"Ft. Ellis MT",-110.9803075,45.6564433,NA
"4610",4610,7686,3762,"MT","Ft. Shaw","Fort Shaw Post Library","Garr",1867,NA,1884,NA,NA,0,NA,0,"Ft. Shaw MT",-111.8102651,47.5055075,NA
"4611",4611,7816,99018,"MT","Helena","Territorial Library","State",1865,NA,1884,NA,1875,550,1875,550,"Helena MT",-112.0245054,46.5883707,NA
"4612",4612,7815,3766,"MT","Helena","Territorial Library","State",1871,NA,1884,NA,1875,550,1875,550,"Helena MT",-112.0245054,46.5883707,NA
"4613",4613,2435,3765,"MT","Helena","Library Assoc.","Socl",1868,NA,1875,NA,1875,1250,1875,1250,"Helena MT",-112.0245054,46.5883707,NA
"4614",4614,4206,3763,"MT","Helena","Grand Lodge Library of Montana","Frat",1866,NA,1884,NA,NA,0,NA,0,"Helena MT",-112.0245054,46.5883707,NA
"4615",4615,4502,3764,"MT","Helena","Historical Society of Montana","Hist socl",1866,NA,1884,NA,NA,0,NA,0,"Helena MT",-112.0245054,46.5883707,NA
"4616",4616,7408,42082,"NC","","Parochial Library - Urmstone's Library","Church",1712,NA,1712,NA,NA,0,NA,0," NC",-79.0192997,35.7595731,"Colonial"
"4617",4617,5596,48990,"NC","","Rutherford College - Platonic Society","Coll socy",1873,NA,1884,NA,NA,0,NA,0," NC",-79.0192997,35.7595731,NA
"4618",4618,5597,4898,"NC","","Rutherford Colege - Newtonian Society","Coll socy",1853,NA,1884,NA,NA,0,NA,0," NC",-79.0192997,35.7595731,"Antebellum"
"4619",4619,7407,4859,"NC","Albemarle?","Laymen's Library","Church",1700,NA,1700,NA,1700,874,1700,874,"Albemarle? NC",-80.2000578,35.3501426,"Colonial"
"4620",4620,1675,12636,"NC","Asheville","Vance Circ. Library Society, Inc.","Socl",1829,NA,1829,NA,NA,0,NA,0,"Asheville NC",-82.5514869,35.5950581,"Antebellum"
"4621",4621,7923,4860,"NC","Bath","Parochial Library","Co theo",1700,NA,1715,NA,1700,166,1700,166,"Bath NC",-76.8116045,35.4771094,"Colonial"
"4622",4622,7404,4861,"NC","Bath","Layman's Library","Church",1700,NA,1700,NA,1700,870,1700,870,"Bath NC",-76.8116045,35.4771094,"Colonial"
"4623",4623,7646,12641,"NC","Beaufort","Fort Macon","Garr",NA,1870,1870,NA,1870,200,1870,200,"Beaufort NC",-76.6638186,34.7182174,NA
"4624",4624,7405,4862,"NC","Brunswick","Parochial Church","Church",1765,NA,1765,NA,NA,0,NA,0,"Brunswick NC",-78.7011275,34.2868356,"Colonial"
"4625",4625,7406,4863,"NC","Cape Fear","Parish of St. James","Church",1755,NA,1770,NA,NA,0,NA,0,"Cape Fear NC",-78.815,35.425,"Colonial"
"4626",4626,6189,4864,"NC","Chapel Hill","Univ. of North Carolina","Coll",1795,NA,1884,NA,1845,10000,1870,23000,"Chapel Hill NC",-79.0558445,35.9131996,"Early National"
"4627",4627,5591,4866,"NC","Chapel Hill","University of N.C. - Philanthropic Society","Coll socy",1795,NA,NA,1886,1850,4311,1875,6905,"Chapel Hill NC",-79.0558445,35.9131996,"Early National"
"4628",4628,5592,4865,"NC","Chapel Hill","University of N.C. - Dialectic Society","Coll socy",1795,NA,NA,1886,1821,1673,1875,6908,"Chapel Hill NC",-79.0558445,35.9131996,"Early National"
"4629",4629,3644,4867,"NC","Charlotte","YMCA","YMCA",1874,NA,1884,NA,NA,0,NA,0,"Charlotte NC",-80.8431267,35.2270869,NA
"4630",4630,7402,2083,"NC","Chowan","Parochial Library","Church",1712,NA,1712,NA,NA,0,NA,0,"Chowan NC",-76.6181655,36.1354131,"Colonial"
"4631",4631,7403,4868,"NC","Currituck","Parochial Church","Church",1708,NA,1708,NA,NA,0,NA,0,"Currituck NC",-76.0142968,36.4465659,"Colonial"
"4632",4632,5589,4871,"NC","Davidson","Davidson College - Philanthropic Society","Coll socy",1837,NA,NA,1887,1871,5000,1871,5000,"Davidson NC",-80.8486846,35.4993031,"Antebellum"
"4633",4633,5590,4870,"NC","Davidson","Davidson College - Eumenian Society","Coll socy",1837,NA,NA,1887,1871,5000,1871,5000,"Davidson NC",-80.8486846,35.4993031,"Antebellum"
"4634",4634,1676,12623,"NC","Davidson County","Abbott's Creek Library Society, Inc.","Socl",1825,NA,1825,NA,NA,0,NA,0,"Davidson County NC",-80.1875065,35.7748479,"Early National"
"4635",4635,1677,12624,"NC","Davidson County","Sandy Creek Library Society, Inc.","Socl",1823,NA,1823,NA,NA,0,NA,0,"Davidson County NC",-80.1875065,35.7748479,"Early National"
"4636",4636,7397,42084,"NC","Edenton","Parochial Library","Church",1723,NA,1723,NA,NA,0,NA,0,"Edenton NC",-76.6077213,36.057938,"Colonial"
"4637",4637,1678,12625,"NC","Edgecombe","","Socl",NA,NA,NA,NA,NA,0,NA,0,"Edgecombe NC",-77.6536125,35.8840053,NA
"4638",4638,1682,12640,"NC","Fayeteville","Franklin Library Inst. Inc.","Socl",1840,NA,1840,NA,NA,0,NA,0,"Fayeteville NC",-78.8783585,35.0526641,"Antebellum"
"4639",4639,1681,12639,"NC","Fayetteville","Fayetteville Library Society Inc.","Socl",1794,NA,1794,NA,NA,0,NA,0,"Fayetteville NC",-78.8783585,35.0526641,"Early National"
"4640",4640,1680,12638,"NC","Fayetteville","Fayetteville Library","Socl",1844,NA,1844,NA,NA,0,NA,0,"Fayetteville NC",-78.8783585,35.0526641,"Antebellum"
"4641",4641,4166,4872,"NC","Fayetteville","Cross Creek Lodge","Frat",1846,NA,1884,NA,1858,1350,1875,1200,"Fayetteville NC",-78.8783585,35.0526641,"Antebellum"
"4642",4642,1679,12637,"NC","Fayetteville","Fayetteville Library Co.","Socl",1818,NA,1818,NA,NA,0,NA,0,"Fayetteville NC",-78.8783585,35.0526641,"Early National"
"4643",4643,5587,4875,"NC","Forestville","Wake Forest College - Philmathesian Society","Coll socy",1835,NA,NA,1886,1854,1831,1875,4000,"Forestville NC",-78.51833,35.96139,"Antebellum"
"4644",4644,5588,4874,"NC","Forestville","Wake Forest College - Euzelian and Philomathesian Society","Coll socy",1835,NA,NA,1886,1857,5000,1875,4000,"Forestville NC",-78.51833,35.96139,"Antebellum"
"4645",4645,1683,12642,"NC","Greensboro","Library Society, Inc.","Socl",1825,NA,1825,NA,NA,0,NA,0,"Greensboro NC",-79.7919754,36.0726354,"Early National"
"4646",4646,6177,4876,"NC","Greensboro","Greensboro Female College","Coll",1857,NA,1884,NA,1857,500,1857,500,"Greensboro NC",-79.7919754,36.0726354,"Antebellum"
"4647",4647,1685,12626,"NC","Guildford","1819 Alamance LibrarySociety","Socl",1819,NA,1819,NA,NA,0,NA,0,"Guildford NC",-79.8296743,36.0899873,"Early National"
"4648",4648,1684,12627,"NC","Guilford","Richland Creek Library Society","Socl",1822,NA,1822,NA,NA,0,NA,0,"Guilford NC",-79.8296743,36.0899873,"Early National"
"4649",4649,6186,4877,"NC","Happy Home","Rutherford College","Coll",1870,NA,1875,NA,1875,3000,1875,3000,"Happy Home NC",-78.6312705,34.1303963,NA
"4650",4650,1686,12643,"NC","Hillsboro","1822 Franklin Library Society Inc.","Socl",1822,NA,1825,NA,NA,0,NA,0,"Hillsboro NC",-79.0997347,36.0754183,"Early National"
"4651",4651,1688,12645,"NC","Hookerton","1833 Library Society., Inc.","Socl",1833,NA,1833,NA,NA,0,NA,0,"Hookerton NC",-77.5883039,35.4251622,"Antebellum"
"4652",4652,1687,12644,"NC","Hookerton","Library Society, Inc.","Socl",1827,NA,1827,NA,NA,0,NA,0,"Hookerton NC",-77.5883039,35.4251622,"Early National"
"4653",4653,1690,12628,"NC","Iredell Co.","1821 Union Library Society","Socl",1821,NA,1821,NA,NA,0,NA,0,"Iredell Co. NC",-80.8986502,35.8310501,"Early National"
"4654",4654,1689,4878,"NC","Iredell Co.","Circulating Library","Socl",NA,NA,NA,NA,NA,0,NA,0,"Iredell Co. NC",-80.8986502,35.8310501,NA
"4655",4655,7401,4879,"NC","Iredell County","Circulating Library - Church","Church",NA,NA,NA,NA,NA,0,NA,0,"Iredell County NC",-80.8986502,35.8310501,NA
"4656",4656,1692,12646,"NC","Lenoir","United Brothers Library Society","Socl",1831,NA,1831,NA,NA,0,NA,0,"Lenoir NC",-81.5389849,35.9140196,"Antebellum"
"4657",4657,1691,4881,"NC","Lenoir","Pioneer Library","Socl",1875,NA,1884,NA,NA,0,NA,0,"Lenoir NC",-81.5389849,35.9140196,NA
"4658",4658,6178,4880,"NC","Lenoir","Davenport Female College","Coll",1856,NA,1870,NA,1870,300,1870,300,"Lenoir NC",-81.5389849,35.9140196,"Antebellum"
"4659",4659,1693,12629,"NC","Lincoln County","1818 Buffalo Library Society","Socl",1818,NA,1818,NA,NA,0,NA,0,"Lincoln County NC",-81.2078164,35.4637028,"Early National"
"4660",4660,6188,4869,"NC","Mechlenberg County","Davidson College","Coll",1839,NA,1884,NA,1845,1150,1875,6000,"Mechlenberg County NC",-80.8543847,35.2632655,"Antebellum"
"4661",4661,1696,12630,"NC","Mecklenburg","New Providence Library Co.","Socl",1823,NA,1823,NA,NA,0,NA,0,"Mecklenburg NC",-80.8543847,35.2632655,"Early National"
"4662",4662,1695,4883,"NC","Mecklenburg","Mecklenburg Circulating Library","Socl",NA,NA,NA,NA,NA,0,NA,0,"Mecklenburg NC",-80.8543847,35.2632655,NA
"4663",4663,5599,4885,"NC","Mt. Pleasant","N.C. College - Philalaethian Society","Coll socy",1860,NA,1875,NA,1875,400,1875,400,"Mt. Pleasant NC",-80.4358963,35.399308,"Antebellum"
"4664",4664,5598,4886,"NC","Mt. Pleasant","N.C. College -Pi Sigma Phi Society","Coll socy",1860,NA,1875,NA,1875,400,1875,400,"Mt. Pleasant NC",-80.4358963,35.399308,"Antebellum"
"4665",4665,6185,4884,"NC","Mt. Pleasant","N.C. College","Coll",1859,NA,1884,NA,1870,800,1875,700,"Mt. Pleasant NC",-80.4358963,35.399308,"Antebellum"
"4666",4666,1697,12647,"NC","Nazareth","Guildford Co.","Socl",1827,NA,1827,NA,NA,0,NA,0,"Nazareth NC",-78.67299,35.7787269,"Early National"
"4667",4667,1699,12648,"NC","New Garden","Lib. Soc'y Inc.","Socl",NA,1827,NA,1827,NA,0,NA,0,"New Garden NC",-79.8723121,36.1174101,NA
"4668",4668,1700,12649,"NC","New Salem","1819 New Salem Library Society Inc.","Socl",1819,NA,1819,NA,NA,0,NA,0,"New Salem NC",-80.3692306,35.1309813,"Early National"
"4669",4669,1698,4887,"NC","Newbern","Newbern LibrarySociety","Socl",1803,NA,1823,NA,NA,0,NA,0,"Newbern NC",-77.0441143,35.108493,"Early National"
"4670",4670,2725,12631,"NC","Northampton Co.","Farmers' Library Society","Agri socl",1825,NA,1825,NA,NA,0,NA,0,"Northampton Co. NC",-77.4242972,36.4159635,"Early National"
"4671",4671,6184,4888,"NC","Olin","Olin Institute","Coll",1853,NA,1870,NA,1870,500,1870,500,"Olin NC",-80.8397929,35.9526349,"Antebellum"
"4672",4672,6998,4890,"NC","Oxford","Oxford Orphan Asylum","Asylum",1874,NA,1884,NA,NA,0,NA,0,"Oxford NC",-78.5908345,36.3107004,NA
"4673",4673,6180,4889,"NC","Oxford","Oxford Female College","Coll",1857,NA,1858,NA,1857,500,1857,500,"Oxford NC",-78.5908345,36.3107004,"Antebellum"
"4674",4674,7400,4891,"NC","Pamplici?","Layman's Library","Church",1700,NA,1700,NA,1700,874,1700,874,"Pamplici? NC",-79.0192997,35.7595731,"Colonial"
"4675",4675,7399,4892,"NC","Pamplier?","Parochial Library","Church",1700,NA,1700,NA,1700,148,1700,148,"Pamplier? NC",-79.0192997,35.7595731,"Colonial"
"4676",4676,1701,12632,"NC","Person County","Person Library Company Inc.","Socl",1815,NA,1815,NA,NA,0,NA,0,"Person County NC",-78.9288242,36.3528221,"Early National"
"4677",4677,1703,12654,"NC","Raleigh","Raleigh Library Co. Inc.","Socl",1815,NA,1816,NA,NA,0,NA,0,"Raleigh NC",-78.6381787,35.7795897,"Early National"
"4678",4678,1702,12652,"NC","Raleigh","Polemic Society","Socl",1808,NA,1821,NA,NA,0,NA,0,"Raleigh NC",-78.6381787,35.7795897,"Early National"
"4679",4679,2724,12651,"NC","Raleigh","","Mil socl",1856,NA,1856,NA,NA,0,NA,0,"Raleigh NC",-78.6381787,35.7795897,"Antebellum"
"4680",4680,6782,99026,"NC","Raleigh","Penitentiary of North Carolina","Prison",1873,NA,1875,NA,NA,0,NA,0,"Raleigh NC",-78.6381787,35.7795897,NA
"4681",4681,7613,4895,"NC","Raleigh","Supreme Court Library","Law state",1831,NA,1884,NA,NA,0,NA,0,"Raleigh NC",-78.6381787,35.7795897,"Antebellum"
"4682",4682,7785,4894,"NC","Raleigh","North Carolina State Library","State",NA,1817,1884,NA,1850,3000,1875,40000,"Raleigh NC",-78.6381787,35.7795897,NA
"4683",4683,6999,4893,"NC","Raleigh","Insane Asylum of North Carolina","Asylum",1868,1861,1884,NA,1875,700,1875,700,"Raleigh NC",-78.6381787,35.7795897,NA
"4684",4684,7090,95287,"NC","Raleigh","North Carolina Law Library","Law",NA,1873,1873,NA,NA,0,NA,0,"Raleigh NC",-78.6381787,35.7795897,NA
"4685",4685,7645,12653,"NC","Raleigh","Post of Raleigh Library","Garr",NA,1870,1870,NA,1870,85,1870,85,"Raleigh NC",-78.6381787,35.7795897,NA
"4686",4686,1705,12633,"NC","Randolph","Carraway Library Society Inc.","Socl",1820,NA,1820,NA,NA,0,NA,0,"Randolph NC",-79.8296743,35.7449531,"Early National"
"4687",4687,1704,12634,"NC","Randolph Co.","Ebenezer Library Society, Inc.","Socl",1826,NA,1826,NA,NA,0,NA,0,"Randolph Co. NC",-79.8296743,35.7449531,"Early National"
"4688",4688,7398,4896,"NC","Rowan County","Thyotire Congregation","Church",1790,NA,1790,NA,NA,0,NA,0,"Rowan County NC",-80.543845,35.6303455,"Early National"
"4689",4689,1694,4882,"NC","Rowan Cty","A circulating Library","Socl",1789,NA,1789,NA,NA,0,NA,0,"Rowan Cty NC",-80.543845,35.6303455,"Early National"
"4690",4690,6183,4897,"NC","Rutherford","Rutherford College","Coll",1833,NA,1884,NA,NA,0,NA,0,"Rutherford NC",-81.909826,35.4258737,"Antebellum"
"4691",4691,7396,12655,"NC","Salem","Minutes of Salem Church Moravians?","Church",NA,1793,1837,NA,NA,0,NA,0,"Salem NC",-81.6970412,35.6987399,NA
"4692",4692,6179,4900,"NC","Statesville","Concord Female College","Coll",1854,NA,1870,NA,1870,500,1870,500,"Statesville NC",-80.8872959,35.7826363,"Antebellum"
"4693",4693,1706,12635,"NC","Stokes Co.","Clinton Library Society Inc.","Socl",1824,NA,1824,NA,NA,0,NA,0,"Stokes Co. NC",-80.2321313,36.4244396,"Early National"
"4694",4694,5594,4903,"NC","Trinity","Trinity College - Columbian Lit. Society","Coll socy",NA,1850,NA,1887,1850,32,1875,4300,"Trinity NC",-79.9908729,35.894581,NA
"4695",4695,6182,4901,"NC","Trinity","Trinity College","Coll",1849,NA,1875,NA,1858,600,1875,1800,"Trinity NC",-79.9908729,35.894581,"Antebellum"
"4696",4696,6176,4905,"NC","Trinity","Trinity College Theological Dept.","Theo coll",1849,NA,1875,NA,1875,600,1875,600,"Trinity NC",-79.9908729,35.894581,"Antebellum"
"4697",4697,5595,4902,"NC","Trinity","Trinity College - Columbian Library","Coll socy",1846,NA,1884,NA,NA,0,NA,0,"Trinity NC",-79.9908729,35.894581,"Antebellum"
"4698",4698,5593,4904,"NC","Trinity","Trinity College - Hesperian Society","Coll socy",1851,NA,NA,1887,1858,2400,1875,4200,"Trinity NC",-79.9908729,35.894581,"Antebellum"
"4699",4699,6187,4873,"NC","Wake Forest","Wake Forest College Library","Coll",1839,NA,1870,NA,1845,4700,1870,8000,"Wake Forest NC",-78.5097228,35.9798734,"Antebellum"
"4700",4700,4344,4906,"NC","Weldon","Roanoke Literary Society","Lit socy",1857,NA,1859,NA,1857,600,1857,600,"Weldon NC",-77.5955331,36.427096,"Antebellum"
"4701",4701,1707,12656,"NC","Williamsboro","Franklin Library Society","Socl",1799,NA,1799,NA,NA,0,NA,0,"Williamsboro NC",-78.4316645,36.4304221,"Early National"
"4702",4702,1708,12657,"NC","Williamston","Library Assoc., Inc.","Socl",1848,NA,1848,NA,NA,0,NA,0,"Williamston NC",-77.0555114,35.8546039,"Antebellum"
"4703",4703,1709,12658,"NC","Wilmington","Cape Fear Library","Socl",NA,NA,NA,NA,NA,0,NA,0,"Wilmington NC",-77.9447102,34.2257255,NA
"4704",4704,1710,4907,"NC","Wilmington","Library Assoc.","Socl",1855,NA,1884,NA,1875,2500,1875,2500,"Wilmington NC",-77.9447102,34.2257255,"Antebellum"
"4705",4705,7131,12659,"NC","Wilmington","William Haskell Publishing of Wilmington Gazette Reading Room","Read room",1808,NA,NA,1812,NA,0,NA,0,"Wilmington NC",-77.9447102,34.2257255,"Early National"
